threshold, avg_num_keypoints
4.000000000000000083e-03,9.595000000000000000e+03
4.000000000000000083e-03,7.741000000000000000e+03
4.000000000000000083e-03,8.317000000000000000e+03
4.000000000000000083e-03,7.823000000000000000e+03
4.000000000000000083e-03,8.974000000000000000e+03
5.000000000000000104e-03,8.769000000000000000e+03
5.000000000000000104e-03,8.223000000000000000e+03
5.000000000000000104e-03,8.849000000000000000e+03
5.000000000000000104e-03,7.246000000000000000e+03
5.000000000000000104e-03,8.779000000000000000e+03
5.000000000000000104e-03,5.846000000000000000e+03
5.000000000000000104e-03,8.856000000000000000e+03
5.000000000000000104e-03,9.751000000000000000e+03
5.000000000000000104e-03,8.119000000000000000e+03
5.000000000000000104e-03,9.975000000000000000e+03
5.000000000000000104e-03,9.487000000000000000e+03
5.000000000000000104e-03,6.038000000000000000e+03
5.000000000000000104e-03,5.827000000000000000e+03
5.000000000000000104e-03,9.881000000000000000e+03
5.000000000000000104e-03,6.488000000000000000e+03
5.000000000000000104e-03,8.464000000000000000e+03
6.000000000000000125e-03,6.875000000000000000e+03
6.000000000000000125e-03,6.434000000000000000e+03
6.000000000000000125e-03,6.426000000000000000e+03
6.000000000000000125e-03,9.836000000000000000e+03
6.000000000000000125e-03,5.600000000000000000e+03
6.000000000000000125e-03,6.549000000000000000e+03
6.000000000000000125e-03,8.373000000000000000e+03
6.000000000000000125e-03,4.552000000000000000e+03
6.000000000000000125e-03,6.632000000000000000e+03
6.000000000000000125e-03,7.655000000000000000e+03
6.000000000000000125e-03,5.872000000000000000e+03
6.000000000000000125e-03,7.958000000000000000e+03
6.000000000000000125e-03,9.099000000000000000e+03
6.000000000000000125e-03,9.859000000000000000e+03
6.000000000000000125e-03,8.971000000000000000e+03
6.000000000000000125e-03,7.119000000000000000e+03
6.000000000000000125e-03,4.510000000000000000e+03
6.000000000000000125e-03,8.276000000000000000e+03
6.000000000000000125e-03,9.297000000000000000e+03
6.000000000000000125e-03,4.547000000000000000e+03
6.000000000000000125e-03,7.700000000000000000e+03
6.000000000000000125e-03,9.936000000000000000e+03
6.000000000000000125e-03,4.998000000000000000e+03
6.000000000000000125e-03,6.680000000000000000e+03
6.000000000000000125e-03,9.330000000000000000e+03
7.000000000000000146e-03,5.296000000000000000e+03
7.000000000000000146e-03,5.052000000000000000e+03
7.000000000000000146e-03,4.822000000000000000e+03
7.000000000000000146e-03,7.736000000000000000e+03
7.000000000000000146e-03,8.192000000000000000e+03
7.000000000000000146e-03,4.500000000000000000e+03
7.000000000000000146e-03,5.096000000000000000e+03
7.000000000000000146e-03,6.920000000000000000e+03
7.000000000000000146e-03,3.619000000000000000e+03
7.000000000000000146e-03,5.058000000000000000e+03
7.000000000000000146e-03,9.391000000000000000e+03
7.000000000000000146e-03,6.147000000000000000e+03
7.000000000000000146e-03,4.404000000000000000e+03
7.000000000000000146e-03,6.323000000000000000e+03
7.000000000000000146e-03,7.153000000000000000e+03
7.000000000000000146e-03,7.847000000000000000e+03
7.000000000000000146e-03,7.068000000000000000e+03
7.000000000000000146e-03,5.399000000000000000e+03
7.000000000000000146e-03,3.500000000000000000e+03
7.000000000000000146e-03,6.517000000000000000e+03
7.000000000000000146e-03,7.156000000000000000e+03
7.000000000000000146e-03,3.635000000000000000e+03
7.000000000000000146e-03,6.165000000000000000e+03
7.000000000000000146e-03,7.718000000000000000e+03
7.000000000000000146e-03,3.856000000000000000e+03
7.000000000000000146e-03,5.465000000000000000e+03
7.000000000000000146e-03,7.380000000000000000e+03
7.000000000000000146e-03,7.976000000000000000e+03
8.000000000000000167e-03,4.120000000000000000e+03
8.000000000000000167e-03,4.096000000000000000e+03
8.000000000000000167e-03,3.656000000000000000e+03
8.000000000000000167e-03,6.142000000000000000e+03
8.000000000000000167e-03,6.508000000000000000e+03
8.000000000000000167e-03,3.647000000000000000e+03
8.000000000000000167e-03,3.985000000000000000e+03
8.000000000000000167e-03,5.707000000000000000e+03
8.000000000000000167e-03,2.921000000000000000e+03
8.000000000000000167e-03,3.910000000000000000e+03
8.000000000000000167e-03,7.407000000000000000e+03
8.000000000000000167e-03,4.991000000000000000e+03
8.000000000000000167e-03,3.309000000000000000e+03
8.000000000000000167e-03,5.073000000000000000e+03
8.000000000000000167e-03,5.618000000000000000e+03
8.000000000000000167e-03,6.322000000000000000e+03
