threshold, avg_num_keypoints
1.000000000000000021e-03,3.892100000000000000e+04
1.000000000000000021e-03,3.804700000000000000e+04
1.000000000000000021e-03,3.800200000000000000e+04
1.000000000000000021e-03,4.254300000000000000e+04
1.000000000000000021e-03,4.465800000000000000e+04
1.000000000000000021e-03,3.190900000000000000e+04
1.000000000000000021e-03,4.252400000000000000e+04
1.000000000000000021e-03,4.073500000000000000e+04
1.000000000000000021e-03,2.798200000000000000e+04
1.000000000000000021e-03,3.992800000000000000e+04
1.000000000000000021e-03,5.414900000000000000e+04
1.000000000000000021e-03,3.992700000000000000e+04
1.000000000000000021e-03,3.624000000000000000e+04
1.000000000000000021e-03,3.904400000000000000e+04
1.000000000000000021e-03,4.582800000000000000e+04
1.000000000000000021e-03,4.634000000000000000e+04
1.000000000000000021e-03,4.105800000000000000e+04
1.000000000000000021e-03,3.660100000000000000e+04
1.000000000000000021e-03,2.957000000000000000e+04
1.000000000000000021e-03,4.502900000000000000e+04
1.000000000000000021e-03,5.235500000000000000e+04
1.000000000000000021e-03,2.940600000000000000e+04
1.000000000000000021e-03,4.057600000000000000e+04
1.000000000000000021e-03,5.432900000000000000e+04
1.000000000000000021e-03,4.594100000000000000e+04
1.000000000000000021e-03,3.260100000000000000e+04
1.000000000000000021e-03,3.789900000000000000e+04
1.000000000000000021e-03,4.339200000000000000e+04
1.000000000000000021e-03,4.590200000000000000e+04
2.000000000000000042e-03,2.321500000000000000e+04
2.000000000000000042e-03,2.209400000000000000e+04
2.000000000000000042e-03,1.884400000000000000e+04
2.000000000000000042e-03,2.611900000000000000e+04
2.000000000000000042e-03,2.746500000000000000e+04
2.000000000000000042e-03,1.859400000000000000e+04
2.000000000000000042e-03,2.364600000000000000e+04
2.000000000000000042e-03,2.525800000000000000e+04
2.000000000000000042e-03,1.593400000000000000e+04
2.000000000000000042e-03,2.274400000000000000e+04
2.000000000000000042e-03,3.293500000000000000e+04
2.000000000000000042e-03,2.459800000000000000e+04
2.000000000000000042e-03,1.844600000000000000e+04
2.000000000000000042e-03,2.454200000000000000e+04
2.000000000000000042e-03,2.641000000000000000e+04
2.000000000000000042e-03,2.853500000000000000e+04
2.000000000000000042e-03,2.412300000000000000e+04
2.000000000000000042e-03,1.880300000000000000e+04
2.000000000000000042e-03,1.617900000000000000e+04
2.000000000000000042e-03,2.674200000000000000e+04
2.000000000000000042e-03,3.041500000000000000e+04
2.000000000000000042e-03,1.668800000000000000e+04
2.000000000000000042e-03,2.483600000000000000e+04
2.000000000000000042e-03,3.206600000000000000e+04
2.000000000000000042e-03,2.714200000000000000e+04
2.000000000000000042e-03,1.865400000000000000e+04
2.000000000000000042e-03,2.297500000000000000e+04
2.000000000000000042e-03,2.561500000000000000e+04
2.000000000000000042e-03,2.750600000000000000e+04
3.000000000000000062e-03,1.645300000000000000e+04
3.000000000000000062e-03,1.485400000000000000e+04
3.000000000000000062e-03,1.104900000000000000e+04
3.000000000000000062e-03,1.831900000000000000e+04
3.000000000000000062e-03,1.902000000000000000e+04
3.000000000000000062e-03,1.266700000000000000e+04
3.000000000000000062e-03,1.546200000000000000e+04
3.000000000000000062e-03,1.814500000000000000e+04
3.000000000000000062e-03,1.113200000000000000e+04
3.000000000000000062e-03,1.492600000000000000e+04
3.000000000000000062e-03,2.180600000000000000e+04
