threshold, avg_num_keypoints
6.500000000000000000e+01,1.605700000000000000e+04
6.500000000000000000e+01,1.830500000000000000e+04
6.500000000000000000e+01,1.821100000000000000e+04
6.500000000000000000e+01,2.210500000000000000e+04
6.500000000000000000e+01,2.660000000000000000e+04
6.500000000000000000e+01,1.562200000000000000e+04
6.500000000000000000e+01,2.080400000000000000e+04
6.500000000000000000e+01,1.897800000000000000e+04
6.500000000000000000e+01,1.257200000000000000e+04
6.500000000000000000e+01,2.023500000000000000e+04
6.500000000000000000e+01,2.985500000000000000e+04
6.500000000000000000e+01,2.202500000000000000e+04
6.500000000000000000e+01,1.511600000000000000e+04
6.500000000000000000e+01,1.864000000000000000e+04
6.500000000000000000e+01,2.011600000000000000e+04
6.500000000000000000e+01,2.835900000000000000e+04
6.500000000000000000e+01,1.825300000000000000e+04
6.500000000000000000e+01,1.678400000000000000e+04
6.500000000000000000e+01,1.356300000000000000e+04
6.500000000000000000e+01,2.251200000000000000e+04
6.500000000000000000e+01,3.079100000000000000e+04
6.500000000000000000e+01,1.143900000000000000e+04
6.500000000000000000e+01,1.986700000000000000e+04
6.500000000000000000e+01,3.492200000000000000e+04
6.500000000000000000e+01,2.015700000000000000e+04
6.500000000000000000e+01,1.496100000000000000e+04
6.500000000000000000e+01,1.869700000000000000e+04
6.500000000000000000e+01,1.846900000000000000e+04
6.500000000000000000e+01,2.310200000000000000e+04
7.000000000000000000e+01,1.399400000000000000e+04
7.000000000000000000e+01,1.579300000000000000e+04
7.000000000000000000e+01,1.456000000000000000e+04
7.000000000000000000e+01,1.931500000000000000e+04
7.000000000000000000e+01,2.317000000000000000e+04
7.000000000000000000e+01,1.353800000000000000e+04
7.000000000000000000e+01,1.742300000000000000e+04
7.000000000000000000e+01,1.646300000000000000e+04
7.000000000000000000e+01,1.105700000000000000e+04
7.000000000000000000e+01,1.725900000000000000e+04
7.000000000000000000e+01,2.453100000000000000e+04
7.000000000000000000e+01,1.937900000000000000e+04
7.000000000000000000e+01,1.230300000000000000e+04
7.000000000000000000e+01,1.675900000000000000e+04
7.000000000000000000e+01,1.637100000000000000e+04
7.000000000000000000e+01,2.407000000000000000e+04
7.000000000000000000e+01,1.473500000000000000e+04
7.000000000000000000e+01,1.351500000000000000e+04
7.000000000000000000e+01,1.190700000000000000e+04
7.000000000000000000e+01,1.934600000000000000e+04
7.000000000000000000e+01,2.528300000000000000e+04
7.000000000000000000e+01,9.909000000000000000e+03
7.000000000000000000e+01,1.708400000000000000e+04
7.000000000000000000e+01,2.929100000000000000e+04
7.000000000000000000e+01,1.631700000000000000e+04
7.000000000000000000e+01,1.321500000000000000e+04
7.000000000000000000e+01,1.670600000000000000e+04
7.000000000000000000e+01,1.535300000000000000e+04
7.000000000000000000e+01,1.916100000000000000e+04
7.500000000000000000e+01,1.217600000000000000e+04
7.500000000000000000e+01,1.366100000000000000e+04
7.500000000000000000e+01,1.159100000000000000e+04
7.500000000000000000e+01,1.683500000000000000e+04
7.500000000000000000e+01,2.021800000000000000e+04
7.500000000000000000e+01,1.176400000000000000e+04
7.500000000000000000e+01,1.462300000000000000e+04
7.500000000000000000e+01,1.434800000000000000e+04
7.500000000000000000e+01,9.734000000000000000e+03
7.500000000000000000e+01,1.483300000000000000e+04
7.500000000000000000e+01,2.018900000000000000e+04
7.500000000000000000e+01,1.703400000000000000e+04
7.500000000000000000e+01,1.008900000000000000e+04
7.500000000000000000e+01,1.512400000000000000e+04
7.500000000000000000e+01,1.326100000000000000e+04
7.500000000000000000e+01,2.038600000000000000e+04
7.500000000000000000e+01,1.187800000000000000e+04
7.500000000000000000e+01,1.093900000000000000e+04
7.500000000000000000e+01,1.040100000000000000e+04
7.500000000000000000e+01,1.679100000000000000e+04
7.500000000000000000e+01,2.064100000000000000e+04
7.500000000000000000e+01,8.601000000000000000e+03
7.500000000000000000e+01,1.484500000000000000e+04
7.500000000000000000e+01,2.439000000000000000e+04
7.500000000000000000e+01,1.316400000000000000e+04
7.500000000000000000e+01,1.167000000000000000e+04
7.500000000000000000e+01,1.494100000000000000e+04
7.500000000000000000e+01,1.285400000000000000e+04
7.500000000000000000e+01,1.591900000000000000e+04
8.000000000000000000e+01,1.058400000000000000e+04
8.000000000000000000e+01,1.180100000000000000e+04
8.000000000000000000e+01,9.110000000000000000e+03
8.000000000000000000e+01,1.470700000000000000e+04
8.000000000000000000e+01,1.758700000000000000e+04
8.000000000000000000e+01,1.019600000000000000e+04
8.000000000000000000e+01,1.235300000000000000e+04
8.000000000000000000e+01,1.250900000000000000e+04
8.000000000000000000e+01,8.533000000000000000e+03
8.000000000000000000e+01,1.271900000000000000e+04
8.000000000000000000e+01,1.653400000000000000e+04
8.000000000000000000e+01,1.494900000000000000e+04
8.000000000000000000e+01,8.234000000000000000e+03
8.000000000000000000e+01,1.365700000000000000e+04
8.000000000000000000e+01,1.068500000000000000e+04
8.000000000000000000e+01,1.717100000000000000e+04
8.000000000000000000e+01,9.532000000000000000e+03
8.000000000000000000e+01,8.811000000000000000e+03
8.000000000000000000e+01,9.147000000000000000e+03
8.000000000000000000e+01,1.458500000000000000e+04
8.000000000000000000e+01,1.669300000000000000e+04
8.000000000000000000e+01,7.419000000000000000e+03
8.000000000000000000e+01,1.277900000000000000e+04
8.000000000000000000e+01,2.009200000000000000e+04
8.000000000000000000e+01,1.061800000000000000e+04
8.000000000000000000e+01,1.022100000000000000e+04
8.000000000000000000e+01,1.338200000000000000e+04
8.000000000000000000e+01,1.075900000000000000e+04
8.000000000000000000e+01,1.315300000000000000e+04
8.500000000000000000e+01,9.050000000000000000e+03
8.500000000000000000e+01,1.016900000000000000e+04
8.500000000000000000e+01,7.115000000000000000e+03
8.500000000000000000e+01,1.281500000000000000e+04
8.500000000000000000e+01,1.535400000000000000e+04
8.500000000000000000e+01,8.779000000000000000e+03
8.500000000000000000e+01,1.031800000000000000e+04
8.500000000000000000e+01,1.092500000000000000e+04
8.500000000000000000e+01,7.379000000000000000e+03
8.500000000000000000e+01,1.081200000000000000e+04
8.500000000000000000e+01,1.355500000000000000e+04
8.500000000000000000e+01,1.310600000000000000e+04
8.500000000000000000e+01,6.732000000000000000e+03
8.500000000000000000e+01,1.230200000000000000e+04
8.500000000000000000e+01,8.538000000000000000e+03
8.500000000000000000e+01,1.444200000000000000e+04
8.500000000000000000e+01,7.664000000000000000e+03
8.500000000000000000e+01,6.971000000000000000e+03
8.500000000000000000e+01,7.903000000000000000e+03
8.500000000000000000e+01,1.280500000000000000e+04
8.500000000000000000e+01,1.335700000000000000e+04
8.500000000000000000e+01,6.432000000000000000e+03
8.500000000000000000e+01,1.106200000000000000e+04
8.500000000000000000e+01,1.635500000000000000e+04
8.500000000000000000e+01,8.600000000000000000e+03
8.500000000000000000e+01,8.841000000000000000e+03
8.500000000000000000e+01,1.192500000000000000e+04
8.500000000000000000e+01,8.868000000000000000e+03
8.500000000000000000e+01,1.085400000000000000e+04
9.000000000000000000e+01,7.577000000000000000e+03
9.000000000000000000e+01,8.702000000000000000e+03
9.000000000000000000e+01,5.623000000000000000e+03
9.000000000000000000e+01,1.126900000000000000e+04
