threshold, avg_num_keypoints
4.000000000000000083e-03,7.116000000000000000e+03
4.000000000000000083e-03,9.069000000000000000e+03
4.000000000000000083e-03,8.057000000000000000e+03
4.000000000000000083e-03,9.940000000000000000e+03
4.000000000000000083e-03,7.337000000000000000e+03
4.000000000000000083e-03,7.156000000000000000e+03
4.000000000000000083e-03,6.962000000000000000e+03
4.000000000000000083e-03,8.038000000000000000e+03
4.000000000000000083e-03,8.590000000000000000e+03
5.000000000000000104e-03,8.673000000000000000e+03
5.000000000000000104e-03,8.030000000000000000e+03
5.000000000000000104e-03,4.915000000000000000e+03
5.000000000000000104e-03,9.783000000000000000e+03
5.000000000000000104e-03,9.784000000000000000e+03
5.000000000000000104e-03,6.710000000000000000e+03
5.000000000000000104e-03,7.996000000000000000e+03
5.000000000000000104e-03,5.991000000000000000e+03
5.000000000000000104e-03,6.854000000000000000e+03
5.000000000000000104e-03,9.169000000000000000e+03
5.000000000000000104e-03,5.192000000000000000e+03
5.000000000000000104e-03,9.817000000000000000e+03
5.000000000000000104e-03,8.679000000000000000e+03
5.000000000000000104e-03,7.622000000000000000e+03
5.000000000000000104e-03,4.936000000000000000e+03
5.000000000000000104e-03,4.858000000000000000e+03
5.000000000000000104e-03,9.910000000000000000e+03
5.000000000000000104e-03,6.176000000000000000e+03
5.000000000000000104e-03,9.637000000000000000e+03
5.000000000000000104e-03,8.968000000000000000e+03
5.000000000000000104e-03,6.223000000000000000e+03
5.000000000000000104e-03,9.300000000000000000e+03
5.000000000000000104e-03,8.357000000000000000e+03
5.000000000000000104e-03,8.918000000000000000e+03
6.000000000000000125e-03,6.703000000000000000e+03
6.000000000000000125e-03,6.153000000000000000e+03
6.000000000000000125e-03,3.615000000000000000e+03
6.000000000000000125e-03,7.263000000000000000e+03
6.000000000000000125e-03,7.171000000000000000e+03
6.000000000000000125e-03,5.199000000000000000e+03
6.000000000000000125e-03,6.118000000000000000e+03
6.000000000000000125e-03,8.192000000000000000e+03
6.000000000000000125e-03,4.581000000000000000e+03
6.000000000000000125e-03,5.139000000000000000e+03
6.000000000000000125e-03,8.163000000000000000e+03
6.000000000000000125e-03,6.942000000000000000e+03
6.000000000000000125e-03,3.858000000000000000e+03
6.000000000000000125e-03,7.397000000000000000e+03
6.000000000000000125e-03,6.515000000000000000e+03
6.000000000000000125e-03,8.074000000000000000e+03
6.000000000000000125e-03,5.581000000000000000e+03
6.000000000000000125e-03,3.515000000000000000e+03
6.000000000000000125e-03,3.639000000000000000e+03
6.000000000000000125e-03,8.117000000000000000e+03
6.000000000000000125e-03,7.317000000000000000e+03
6.000000000000000125e-03,4.863000000000000000e+03
6.000000000000000125e-03,7.589000000000000000e+03
6.000000000000000125e-03,8.160000000000000000e+03
6.000000000000000125e-03,6.740000000000000000e+03
6.000000000000000125e-03,4.750000000000000000e+03
6.000000000000000125e-03,7.068000000000000000e+03
6.000000000000000125e-03,6.167000000000000000e+03
6.000000000000000125e-03,6.590000000000000000e+03
7.000000000000000146e-03,5.353000000000000000e+03
7.000000000000000146e-03,4.835000000000000000e+03
7.000000000000000146e-03,2.704000000000000000e+03
7.000000000000000146e-03,5.520000000000000000e+03
7.000000000000000146e-03,5.575000000000000000e+03
7.000000000000000146e-03,4.200000000000000000e+03
7.000000000000000146e-03,4.827000000000000000e+03
7.000000000000000146e-03,6.608000000000000000e+03
7.000000000000000146e-03,3.678000000000000000e+03
7.000000000000000146e-03,3.992000000000000000e+03
7.000000000000000146e-03,6.319000000000000000e+03
7.000000000000000146e-03,5.408000000000000000e+03
7.000000000000000146e-03,2.937000000000000000e+03
7.000000000000000146e-03,5.869000000000000000e+03
7.000000000000000146e-03,5.091000000000000000e+03
7.000000000000000146e-03,6.366000000000000000e+03
7.000000000000000146e-03,4.176000000000000000e+03
7.000000000000000146e-03,2.629000000000000000e+03
7.000000000000000146e-03,2.872000000000000000e+03
7.000000000000000146e-03,6.430000000000000000e+03
7.000000000000000146e-03,5.622000000000000000e+03
7.000000000000000146e-03,3.888000000000000000e+03
7.000000000000000146e-03,6.063000000000000000e+03
7.000000000000000146e-03,5.969000000000000000e+03
7.000000000000000146e-03,5.222000000000000000e+03
7.000000000000000146e-03,3.768000000000000000e+03
7.000000000000000146e-03,5.616000000000000000e+03
7.000000000000000146e-03,4.749000000000000000e+03
7.000000000000000146e-03,4.986000000000000000e+03
8.000000000000000167e-03,4.351000000000000000e+03
8.000000000000000167e-03,3.925000000000000000e+03
8.000000000000000167e-03,2.097000000000000000e+03
8.000000000000000167e-03,4.388000000000000000e+03
8.000000000000000167e-03,4.422000000000000000e+03
8.000000000000000167e-03,3.381000000000000000e+03
8.000000000000000167e-03,3.927000000000000000e+03
8.000000000000000167e-03,5.435000000000000000e+03
8.000000000000000167e-03,3.010000000000000000e+03
8.000000000000000167e-03,3.127000000000000000e+03
8.000000000000000167e-03,5.013000000000000000e+03
8.000000000000000167e-03,4.299000000000000000e+03
8.000000000000000167e-03,2.293000000000000000e+03
8.000000000000000167e-03,4.685000000000000000e+03
8.000000000000000167e-03,4.008000000000000000e+03
8.000000000000000167e-03,5.132000000000000000e+03
8.000000000000000167e-03,3.213000000000000000e+03
8.000000000000000167e-03,1.922000000000000000e+03
8.000000000000000167e-03,2.294000000000000000e+03
8.000000000000000167e-03,5.220000000000000000e+03
8.000000000000000167e-03,4.480000000000000000e+03
8.000000000000000167e-03,3.189000000000000000e+03
8.000000000000000167e-03,4.945000000000000000e+03
8.000000000000000167e-03,4.542000000000000000e+03
8.000000000000000167e-03,4.121000000000000000e+03
8.000000000000000167e-03,3.062000000000000000e+03
8.000000000000000167e-03,4.455000000000000000e+03
8.000000000000000167e-03,3.723000000000000000e+03
