threshold, avg_num_keypoints
1.000000000000000021e-03,3.367300000000000000e+04
1.000000000000000021e-03,3.415400000000000000e+04
1.000000000000000021e-03,3.559100000000000000e+04
1.000000000000000021e-03,3.647600000000000000e+04
1.000000000000000021e-03,3.857400000000000000e+04
1.000000000000000021e-03,2.840100000000000000e+04
1.000000000000000021e-03,3.642200000000000000e+04
1.000000000000000021e-03,3.596400000000000000e+04
1.000000000000000021e-03,2.462800000000000000e+04
1.000000000000000021e-03,3.597700000000000000e+04
1.000000000000000021e-03,4.923000000000000000e+04
1.000000000000000021e-03,3.507800000000000000e+04
1.000000000000000021e-03,3.456700000000000000e+04
1.000000000000000021e-03,3.052600000000000000e+04
1.000000000000000021e-03,4.246900000000000000e+04
1.000000000000000021e-03,4.154300000000000000e+04
1.000000000000000021e-03,3.685200000000000000e+04
1.000000000000000021e-03,3.563800000000000000e+04
1.000000000000000021e-03,2.545500000000000000e+04
1.000000000000000021e-03,4.035700000000000000e+04
1.000000000000000021e-03,4.642900000000000000e+04
1.000000000000000021e-03,2.553400000000000000e+04
1.000000000000000021e-03,3.630400000000000000e+04
1.000000000000000021e-03,4.974600000000000000e+04
1.000000000000000021e-03,4.232100000000000000e+04
1.000000000000000021e-03,2.733600000000000000e+04
1.000000000000000021e-03,3.166100000000000000e+04
1.000000000000000021e-03,3.743800000000000000e+04
1.000000000000000021e-03,3.987800000000000000e+04
2.000000000000000042e-03,2.065400000000000000e+04
2.000000000000000042e-03,2.007700000000000000e+04
2.000000000000000042e-03,1.907500000000000000e+04
2.000000000000000042e-03,2.283400000000000000e+04
2.000000000000000042e-03,2.407800000000000000e+04
2.000000000000000042e-03,1.619600000000000000e+04
2.000000000000000042e-03,2.177700000000000000e+04
2.000000000000000042e-03,2.255000000000000000e+04
2.000000000000000042e-03,1.393900000000000000e+04
2.000000000000000042e-03,2.091700000000000000e+04
2.000000000000000042e-03,3.179200000000000000e+04
2.000000000000000042e-03,2.155300000000000000e+04
2.000000000000000042e-03,1.868300000000000000e+04
2.000000000000000042e-03,1.864000000000000000e+04
2.000000000000000042e-03,2.559500000000000000e+04
2.000000000000000042e-03,2.651900000000000000e+04
2.000000000000000042e-03,2.260400000000000000e+04
2.000000000000000042e-03,1.923900000000000000e+04
2.000000000000000042e-03,1.405200000000000000e+04
2.000000000000000042e-03,2.357700000000000000e+04
2.000000000000000042e-03,2.862400000000000000e+04
2.000000000000000042e-03,1.434600000000000000e+04
2.000000000000000042e-03,2.243100000000000000e+04
2.000000000000000042e-03,3.115900000000000000e+04
2.000000000000000042e-03,2.632500000000000000e+04
2.000000000000000042e-03,1.568100000000000000e+04
2.000000000000000042e-03,1.794800000000000000e+04
2.000000000000000042e-03,2.286100000000000000e+04
2.000000000000000042e-03,2.496000000000000000e+04
3.000000000000000062e-03,1.502300000000000000e+04
3.000000000000000062e-03,1.376300000000000000e+04
3.000000000000000062e-03,1.169100000000000000e+04
3.000000000000000062e-03,1.645900000000000000e+04
3.000000000000000062e-03,1.724800000000000000e+04
3.000000000000000062e-03,1.118100000000000000e+04
3.000000000000000062e-03,1.478800000000000000e+04
3.000000000000000062e-03,1.650600000000000000e+04
3.000000000000000062e-03,9.717000000000000000e+03
3.000000000000000062e-03,1.412900000000000000e+04
3.000000000000000062e-03,2.236400000000000000e+04
3.000000000000000062e-03,1.538400000000000000e+04
3.000000000000000062e-03,1.162100000000000000e+04
3.000000000000000062e-03,1.348100000000000000e+04
3.000000000000000062e-03,1.739900000000000000e+04
3.000000000000000062e-03,1.877500000000000000e+04
3.000000000000000062e-03,1.544500000000000000e+04
